latitude,longitude,month_fitted,nir,green,swir16,red,blue,NDMI,MNDWI,pet,aet,def,q,ppt,soil,srad,tmax,tmin,vap,vpd,ws,pdsi,esa_urban_frac_1km,esa_cropland_frac_1km,esa_water_frac_1km,esa_forest_frac_1km,esa_bare_frac_1km,gsw_occurrence_mean_1km,gsw_seasonality_mean_1km,gsw_water_frac_1km,gaia_impervious_frac_by_sample_year_1km,gaia_recent_change_5y_frac_1km,electrical_conductance,landsat_present,ndvi,wb,rr,seasonal_water,gsw_occ_x_impervious
-28.760833,17.730278,419.1088198016088,11190.0,11426.0,7687.5,12802.0,9557.0,0.1855383392928079,0.1955947367044225,236.3000030517578,7.900000095367432,228.40000915527344,0.4,8.3,0.0,317.50146484375,35.7599983215332,21.029998779296875,1.3840000629425049,2.819999933242798,2.93999981880188,-1.159999966621399,0.0,0.0,0.3125,0.0,0.6875,17.305662155151367,2.089446544647217,0.2606177606177606,0.0,0.0,555.0,1,-0.0671890630182065,-228.0000030517578,0.04819276527798,1,0.0
-26.861111,28.884722,419.1088198016088,17658.5,9550.0,13746.5,9241.5,8691.0,0.1245661518866418,-0.1801343549460211,134.3000030517578,134.3000030517578,0.0,8.8,175.0,35.70000076293945,240.5982360839844,25.40999984741211,14.09999942779541,1.633000135421753,0.7999999523162842,1.9299999475479128,1.5399999618530271,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162.9,1,0.3128996282411561,40.69999694824219,0.0502857139983673,0,0.0
-26.45,28.085833,419.1088198016088,15210.0,10720.0,17974.0,12540.0,9502.5,-0.0832931533269042,-0.2528054645570494,141.5,141.5,0.0,7.800000000000001,156.10000000000002,9.90000057220459,245.3014373779297,26.06999969482422,15.25,1.6380001306533811,0.9300000071525574,2.1499998569488525,-0.6200000047683716,0.0,0.25,0.0,0.1875,0.0,0.3224932253360748,0.0467479676008224,0.0060975609756097,0.0010361557403028,0.0,573.0,1,0.0962162162127489,14.600000000000025,0.0499679689303781,0,0.0003341532066407
-27.671111,27.236944,419.1088198016088,14887.0,10943.0,13522.0,11237.5,9693.5,0.0480481537540918,-0.1054159002656852,152.40000915527344,152.40000915527344,0.0,16.1,194.7,28.200000762939453,250.50262451171875,27.599998474121097,15.960000038146973,1.5870001316070557,1.1799999475479126,2.2200000286102295,3.0799999237060547,0.64,0.0,0.0,0.28,0.0,2.7722008228302,0.4382239282131195,0.0624195624195624,0.7842119013645774,0.0339074338310657,203.6,1,0.1396964535152942,42.29999084472655,0.0826913195547441,0,2.1739928782361173
-27.356667,27.286389,419.1088198016088,16828.5,9502.5,12665.5,9290.0,8718.0,0.1411473520037969,-0.1426831468783826,151.90000915527344,151.90000915527344,0.0,9.0,180.4,21.30000114440918,253.00045776367188,27.209999084472656,16.149999618530273,1.6170001029968262,1.1200000047683716,2.2699999809265137,2.690000057220459,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145.1,1,0.2886268353738297,28.499990844726568,0.0498891349784416,0,0.0
-27.010111,26.698083,419.1088198016088,12433.5,10433.5,9579.5,10728.5,9344.0,0.1296506609730608,0.0426722630290309,155.6999969482422,155.6999969482422,0.0,8.4,168.5,5.300000190734863,256.2017822265625,27.849998474121097,16.75,1.652000069618225,1.1899999380111694,2.299999952316284,2.180000066757202,0.0,0.0,0.4,0.05,0.0,11.847725868225098,1.6572182178497314,0.1713909030982201,0.0,0.0,289.8,1,0.0736119506055775,12.800003051757812,0.0498516317516223,1,0.0
-25.127778,27.628889,419.1088198016088,7814.0,5189.5,6664.0,5122.0,4984.0,0.0794308606161066,-0.1243936390095741,158.1999969482422,102.0999984741211,56.10000228881836,5.4,107.4,1.100000023841858,250.8029937744141,30.329999923706055,18.770000457763672,1.9640001058578491,1.2999999523162842,2.2100000381469727,-1.2999999523162842,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,438.0,1,0.2081014223710496,-50.79999694824218,0.0502793291407883,0,0.0
-25.20639,27.558,419.1088198016088,14137.5,10466.5,10315.5,9985.0,10039.0,0.1562998405103662,0.0072659031854489,156.5,104.5999984741211,51.900001525878906,5.5,110.1,1.100000023841858,250.39987182617188,30.029998779296875,18.600000381469727,1.9580000638961792,1.25,2.180000066757202,-1.2799999713897705,0.0,0.625,0.0,0.0,0.0,0.1864864826202392,0.0331081077456474,0.0094594594594594,0.0,0.0,568.0,1,0.1721421908934753,-46.400000000000006,0.0499545862856077,0,0.0
-24.69514,27.40906,419.1088198016088,15543.0,10647.0,11919.5,10524.0,9921.0,0.1319435593991802,-0.0563888950435377,157.8000030517578,102.9000015258789,54.900001525878906,5.4,108.2,1.399999976158142,246.70054626464844,30.51999855041504,19.84000015258789,2.0,1.3600000143051147,2.1399998664855957,-1.100000023841858,0.0,0.85,0.0,0.1,0.0,0.8747528195381165,0.4377059936523437,0.067237969676994,0.0,0.0,583.0,1,0.192542294848178,-49.60000305175781,0.0499075780969724,0,0.0
-26.984722,26.632278,419.1088198016088,13683.0,10207.0,14011.5,10262.5,9414.0,-0.0118615609597573,-0.1570906538390067,155.1999969482422,155.1999969482422,0.0,8.5,170.3,8.300000190734863,254.5023193359375,28.010000228881836,17.0,1.658000111579895,1.209999918937683,2.2300000190734863,2.109999895095825,0.0,0.12,0.04,0.0,0.0,0.0038610037881881,0.0,0.0025740025740025,0.0051564736999619,0.0,452.0,1,0.1428452109940136,15.100003051757824,0.0499119198478454,0,1.9909164489245204e-05
-28.141944,26.417778,419.1088198016088,14391.0,9840.0,13799.5,9679.0,9085.5,0.020982245792022,-0.1674950823832984,157.0,157.0,0.0,9.3,187.0,22.30000114440918,252.2969512939453,28.170000076293945,16.53999900817871,1.5250000953674316,1.3399999141693115,2.2100000381469727,3.109999895095825,0.0,0.0,0.0,0.0,0.0,0.0501930490136146,0.0057915057986974,0.0032175032175032,0.0,0.0,227.9,1,0.1957623597758304,30.0,0.0497326200549057,0,0.0
-27.398611,26.614722,419.1088198016088,15515.5,10247.0,12823.0,10126.0,9253.5,0.0950120860313704,-0.111660164716081,160.6999969482422,160.6999969482422,0.0,8.700000000000001,173.20000000000002,4.300000190734863,259.1027526855469,28.35999870300293,17.03999900817871,1.6190000772476196,1.2899999618530271,2.3499999046325684,2.4800000190734863,0.28,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.4727537948848135,0.0164408070502049,226.3,1,0.2101866115394892,12.50000305175783,0.0502309465922,0,0.0
-33.501667,21.624167,419.1088198016088,,,,,,,,185.90000915527344,14.90000057220459,171.0,0.8,15.7,0.1000000014901161,304.9964904785156,29.510000228881836,13.779999732971191,1.522000074386597,1.3399999141693115,3.3399999141693115,-1.8399999141693115,0.0,0.0,0.0,0.0,0.0,1.0239558219909668,0.0749385729432106,0.0356265356265356,0.0,0.0,769.0,0,,-170.20000915527345,0.0509554107671713,0,0.0
-32.502778,19.535833,419.1088198016088,17653.0,13104.0,19330.0,14613.0,10579.0,-0.0453451585863774,-0.191959055312326,229.6000061035156,3.799999952316284,225.8000030517578,0.2,4.0,0.6000000238418579,333.500244140625,34.0099983215332,16.35999870300293,1.4170000553131104,2.190000057220459,3.3399999141693115,-2.6499998569488525,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,1,0.0942168226587052,-225.6000061035156,0.0499999875000031,0,0.0
-25.459639,28.264306,419.1088198016088,13959.0,9926.0,15156.5,11096.0,9139.0,-0.0411292953924884,-0.2085318449117902,149.5,116.4000015258789,33.10000228881836,6.1000000000000005,122.4,1.399999976158142,246.5977783203125,28.779998779296875,17.5,1.868000030517578,1.1200000047683716,2.109999895095825,-1.309999942779541,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0158667065519827,0.0,396.0,1,0.1142686090555071,-27.09999999999999,0.0498366009000277,0,0.0
-27.495556,26.074722,419.1088198016088,17937.5,11044.5,18143.5,11540.5,9490.5,-0.0057093761259388,-0.2432163902973816,163.8000030517578,154.6999969482422,9.100000381469728,8.1,162.8,0.4000000059604645,262.29620361328125,28.59000015258789,16.600000381469727,1.5880000591278076,1.319999933242798,2.4800000190734863,2.379999876022339,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,218.6,1,0.2170092950601462,-1.0000030517578011,0.0497542994486836,0,0.0
-26.648056,27.089444,419.1088198016088,19310.5,9597.0,12954.5,8963.5,8535.0,0.1969936463660307,-0.1488814491275518,148.1999969482422,148.1999969482422,0.0,7.800000000000001,156.60000000000002,1.399999976158142,253.1980743408203,26.829999923706055,15.9399995803833,1.6640000343322754,1.0199999809265137,2.2200000286102295,1.6799999475479126,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,532.0,1,0.3659545872403638,8.400003051757835,0.0498084288007124,0,0.0
-26.970278,27.211111,419.1088198016088,10218.0,11040.0,7946.5,11496.0,9671.5,0.1250516116601056,0.1629315566323431,149.3000030517578,149.3000030517578,0.0,8.5,169.5,13.300000190734863,251.79896545410156,27.0,16.190000534057617,1.6360000371932983,1.079999923706055,2.169999837875366,2.180000066757202,0.0,0.1875,0.375,0.0,0.0,11.38760757446289,1.5504285097122192,0.1555702043506921,0.0,0.0,248.4,1,-0.0588560375767313,20.199996948242188,0.0501474923295133,1,0.0
-27.389722,26.463889,419.1088198016088,11481.0,11597.0,8583.0,11926.0,10130.0,0.1444377990430615,0.1493557978196226,162.1999969482422,161.6999969482422,0.5,8.5,170.20000000000002,0.4000000059604645,260.20147705078125,28.479999542236328,17.139999389648438,1.6190000772476196,1.309999942779541,2.3999998569488525,2.429999828338623,0.0,0.0625,0.3125,0.0,0.0,11.793012619018556,1.5781147480010986,0.1680949241924851,0.0,0.0,255.5,1,-0.0190114068432942,8.00000305175783,0.0499412452999926,1,0.0
-27.044444,27.005,419.1088198016088,17418.5,9908.0,13987.0,9503.5,8882.5,0.1092643008390246,-0.1707051684452807,151.6999969482422,151.6999969482422,0.0,8.6,172.0,13.40000057220459,252.59732055664065,27.399999618530273,16.510000228881836,1.6480001211166382,1.1299999952316284,2.2100000381469727,2.2699999809265137,0.0,0.4,0.0,0.0,0.0,0.3764478862285614,0.0804375782608985,0.0135135135135135,0.0,0.0,220.9,1,0.2939974741737613,20.300003051757812,0.0499999997093023,0,0.0
-30.830556,26.921389,419.1088198016088,5266.5,4491.0,3672.5,4479.0,4189.0,0.1783197225640432,0.1002633674281852,152.0,131.10000610351562,20.899999618530273,6.9,138.0,0.5,235.997802734375,28.329999923706055,14.079999923706056,1.3870000839233398,1.350000023841858,2.379999876022339,2.700000047683716,0.0,0.25,0.0,0.0,0.0,2.2319295406341553,0.3727215528488159,0.0578252671275927,0.0,0.0,145.0,1,0.0808065260806724,-14.0,0.0499999996376811,0,0.0
-27.00222,28.76528,419.1088198016088,13724.0,9691.0,13005.5,9947.0,8743.0,0.0268804130268054,-0.1460357323816441,134.6999969482422,134.6999969482422,0.0,9.0,179.4,39.20000076293945,239.09637451171875,25.6299991607666,14.279999732971191,1.633000135421753,0.8299999833106995,1.919999957084656,1.7899999618530271,0.0,0.1,0.0,0.0,0.0,2.357142925262451,0.3211068212985992,0.0508365508365508,0.0,0.0,114.5,1,0.1595623336504768,44.70000305175782,0.0501672238006286,0,0.0
-27.02314,28.59389,419.1088198016088,11490.5,9969.5,10372.5,10129.0,8893.0,0.0511366235191874,-0.0198112280011797,136.90000915527344,136.90000915527344,0.0,9.0,179.20000000000002,36.79999923706055,239.49951171875,25.959999084472656,14.609999656677246,1.6250001192092896,0.8899999856948853,1.959999918937683,1.8700000047683716,0.1,0.0,0.0,0.0,0.0,4.001977443695068,0.5069215297698975,0.07251153592617,0.2309178900213876,0.0182462126878494,148.8,1,0.06297555447337,42.29999084472658,0.0502232140054508,0,0.9241281872112516
-30.679722,26.7125,419.1088198016088,13400.0,10548.0,7764.0,11938.0,9235.5,0.266301266301265,0.1520314547837475,155.60000610351562,128.60000610351562,27.0,6.800000000000001,135.3,0.4000000059604645,236.40093994140625,29.420000076293945,14.739999771118164,1.3870000839233398,1.5199999809265137,2.2699999809265137,2.7100000381469727,0.15,0.35,0.05,0.0,0.0,8.43436336517334,0.7348777055740356,0.1904761904761904,0.0166588602654176,0.0,138.3,1,0.0576998973850461,-20.300006103515617,0.0502586840335647,0,0.14050688072818
