Latitude,Longitude,Sample Date,pet,aet,def,q,ppt,soil,swe,srad,tmax,tmin,vap,vpd,ws,pdsi
-28.760833,17.730278,02-01-2011,236.3000030517578,7.900000095367432,228.40000915527344,0.4,8.3,0.0,0.0,317.50146484375,35.7599983215332,21.029998779296875,1.3840000629425049,2.819999933242798,2.93999981880188,-1.159999966621399
-26.861111,28.884722,03-01-2011,134.3000030517578,134.3000030517578,0.0,8.8,175.0,35.70000076293945,0.0,240.59823608398438,25.40999984741211,14.09999942779541,1.633000135421753,0.7999999523162842,1.9299999475479126,1.5399999618530273
-26.45,28.085833,03-01-2011,141.5,141.5,0.0,7.800000000000001,156.10000000000002,9.90000057220459,0.0,245.3014373779297,26.06999969482422,15.25,1.6380001306533813,0.9300000071525574,2.1499998569488525,-0.6200000047683716
-27.671111,27.236944,03-01-2011,152.40000915527344,152.40000915527344,0.0,16.1,194.70000000000002,28.200000762939453,0.0,250.50262451171875,27.599998474121094,15.960000038146973,1.5870001316070557,1.1799999475479126,2.2200000286102295,3.0799999237060547
-27.356667,27.286389,03-01-2011,151.90000915527344,151.90000915527344,0.0,9.0,180.4,21.30000114440918,0.0,253.00045776367188,27.209999084472656,16.149999618530273,1.6170001029968262,1.1200000047683716,2.2699999809265137,2.690000057220459
-27.01011111,26.69808333,04-01-2011,155.6999969482422,155.6999969482422,0.0,8.4,168.5,5.300000190734863,0.0,256.2017822265625,27.849998474121094,16.75,1.652000069618225,1.1899999380111694,2.299999952316284,2.180000066757202
-25.127778,27.628889,04-01-2011,158.1999969482422,102.0999984741211,56.10000228881836,5.4,107.4,1.100000023841858,0.0,250.80299377441406,30.329999923706055,18.770000457763672,1.9640001058578491,1.2999999523162842,2.2100000381469727,-1.2999999523162842
-25.20639,27.558,04-01-2011,156.5,104.5999984741211,51.900001525878906,5.5,110.10000000000001,1.100000023841858,0.0,250.39987182617188,30.029998779296875,18.600000381469727,1.9580000638961792,1.25,2.180000066757202,-1.2799999713897705
-24.69514,27.40906,04-01-2011,157.8000030517578,102.9000015258789,54.900001525878906,5.4,108.2,1.399999976158142,0.0,246.70054626464844,30.51999855041504,19.84000015258789,2.0,1.3600000143051147,2.1399998664855957,-1.100000023841858
-26.98472222,26.63227778,04-01-2011,155.1999969482422,155.1999969482422,0.0,8.5,170.3,8.300000190734863,0.0,254.5023193359375,28.010000228881836,17.0,1.658000111579895,1.209999918937683,2.2300000190734863,2.109999895095825
-28.141944,26.417778,04-01-2011,157.0,157.0,0.0,9.3,187.0,22.30000114440918,0.0,252.2969512939453,28.170000076293945,16.53999900817871,1.5250000953674316,1.3399999141693115,2.2100000381469727,3.109999895095825
-27.398611,26.614722,04-01-2011,160.6999969482422,160.6999969482422,0.0,8.700000000000001,173.20000000000002,4.300000190734863,0.0,259.1027526855469,28.35999870300293,17.03999900817871,1.6190000772476196,1.2899999618530273,2.3499999046325684,2.4800000190734863
-33.501667,21.624167,04-01-2011,185.90000915527344,14.90000057220459,171.0,0.8,15.700000000000001,0.10000000149011612,0.0,304.9964904785156,29.510000228881836,13.779999732971191,1.5220000743865967,1.3399999141693115,3.3399999141693115,-1.8399999141693115
-32.502778,19.535833,04-01-2011,229.60000610351562,3.799999952316284,225.8000030517578,0.2,4.0,0.6000000238418579,0.0,333.500244140625,34.0099983215332,16.35999870300293,1.4170000553131104,2.190000057220459,3.3399999141693115,-2.6499998569488525
-25.45963889,28.26430556,04-01-2011,149.5,116.4000015258789,33.10000228881836,6.1000000000000005,122.4,1.399999976158142,0.0,246.5977783203125,28.779998779296875,17.5,1.8680000305175781,1.1200000047683716,2.109999895095825,-1.309999942779541
-27.495556,26.074722,04-01-2011,163.8000030517578,154.6999969482422,9.100000381469727,8.1,162.8,0.4000000059604645,0.0,262.29620361328125,28.59000015258789,16.600000381469727,1.5880000591278076,1.3199999332427979,2.4800000190734863,2.379999876022339
-26.648056,27.089444,05-01-2011,148.1999969482422,148.1999969482422,0.0,7.800000000000001,156.60000000000002,1.399999976158142,0.0,253.1980743408203,26.829999923706055,15.9399995803833,1.6640000343322754,1.0199999809265137,2.2200000286102295,1.6799999475479126
-26.970278,27.211111,05-01-2011,149.3000030517578,149.3000030517578,0.0,8.5,169.5,13.300000190734863,0.0,251.79896545410156,27.0,16.190000534057617,1.6360000371932983,1.0799999237060547,2.169999837875366,2.180000066757202
-27.38972222,26.46388889,05-01-2011,162.1999969482422,161.6999969482422,0.5,8.5,170.20000000000002,0.4000000059604645,0.0,260.20147705078125,28.479999542236328,17.139999389648438,1.6190000772476196,1.309999942779541,2.3999998569488525,2.429999828338623
-27.044444,27.005,05-01-2011,151.6999969482422,151.6999969482422,0.0,8.6,172.0,13.40000057220459,0.0,252.59732055664062,27.399999618530273,16.510000228881836,1.6480001211166382,1.1299999952316284,2.2100000381469727,2.2699999809265137
-30.830556,26.921389,06-01-2011,152.0,131.10000610351562,20.899999618530273,6.9,138.0,0.5,0.0,235.997802734375,28.329999923706055,14.079999923706055,1.3870000839233398,1.350000023841858,2.379999876022339,2.700000047683716
-27.00222,28.76528,06-01-2011,134.6999969482422,134.6999969482422,0.0,9.0,179.4,39.20000076293945,0.0,239.09637451171875,25.6299991607666,14.279999732971191,1.633000135421753,0.8299999833106995,1.9199999570846558,1.7899999618530273
-27.02314,28.59389,06-01-2011,136.90000915527344,136.90000915527344,0.0,9.0,179.20000000000002,36.79999923706055,0.0,239.49951171875,25.959999084472656,14.609999656677246,1.6250001192092896,0.8899999856948853,1.959999918937683,1.8700000047683716
-30.679722,26.7125,06-01-2011,155.60000610351562,128.60000610351562,27.0,6.800000000000001,135.3,0.4000000059604645,0.0,236.40093994140625,29.420000076293945,14.739999771118164,1.3870000839233398,1.5199999809265137,2.2699999809265137,2.7100000381469727
-30.160091,27.40124,06-01-2011,141.10000610351562,141.10000610351562,0.0,36.9,207.0,31.30000114440918,0.0,226.7969207763672,27.469999313354492,14.899999618530273,1.4210001230239868,1.2699999809265137,1.96999990940094,3.509999990463257
-32.595833,19.009444,06-01-2011,231.10000610351562,4.400000095367432,226.6999969482422,0.2,4.5,2.700000047683716,0.0,331.9983825683594,33.849998474121094,16.579999923706055,1.5850000381469727,2.0199999809265137,3.809999942779541,-3.0799999237060547
-25.99136,27.84208,10-01-2011,144.6999969482422,144.6999969482422,0.0,8.0,160.3,11.0,0.0,246.2974090576172,26.599998474121094,16.399999618530273,1.7110000848770142,0.9699999690055847,2.2799999713897705,-1.0699999332427979
-26.73806,27.59194,10-01-2011,144.5,144.5,0.0,8.3,166.60000000000002,16.0,0.0,247.99688720703125,26.349998474121094,15.719999313354492,1.627000093460083,0.9899999499320984,2.119999885559082,1.7799999713897705
-26.45,28.085833,10-01-2011,141.5,141.5,0.0,7.800000000000001,156.10000000000002,9.90000057220459,0.0,245.3014373779297,26.06999969482422,15.25,1.6380001306533813,0.9300000071525574,2.1499998569488525,-0.6200000047683716
-30.86013889,29.07125,10-01-2011,125.0999984741211,125.0999984741211,0.0,86.10000000000001,211.9,51.70000076293945,0.0,209.20143127441406,25.899999618530273,16.399999618530273,1.7660000324249268,0.8499999642372131,2.4099998474121094,5.21999979019165
-27.356667,27.286389,10-01-2011,151.90000915527344,151.90000915527344,0.0,9.0,180.4,21.30000114440918,0.0,253.00045776367188,27.209999084472656,16.149999618530273,1.6170001029968262,1.1200000047683716,2.2699999809265137,2.690000057220459
-27.01011111,26.69808333,11-01-2011,155.6999969482422,155.6999969482422,0.0,8.4,168.5,5.300000190734863,0.0,256.2017822265625,27.849998474121094,16.75,1.652000069618225,1.1899999380111694,2.299999952316284,2.180000066757202
-25.73411,27.21422,11-01-2011,146.60000610351562,143.3000030517578,3.299999952316284,7.5,150.70000000000002,2.4000000953674316,0.0,245.49905395507812,27.579999923706055,16.19999885559082,1.7380000352859497,1.0399999618530273,2.240000009536743,-1.2200000286102295
-26.98472222,26.63227778,11-01-2011,155.1999969482422,155.1999969482422,0.0,8.5,170.3,8.300000190734863,0.0,254.5023193359375,28.010000228881836,17.0,1.658000111579895,1.209999918937683,2.2300000190734863,2.109999895095825
-27.398611,26.614722,11-01-2011,160.6999969482422,160.6999969482422,0.0,8.700000000000001,173.20000000000002,4.300000190734863,0.0,259.1027526855469,28.35999870300293,17.03999900817871,1.6190000772476196,1.2899999618530273,2.3499999046325684,2.4800000190734863
-27.671111,27.236944,11-01-2011,152.40000915527344,152.40000915527344,0.0,16.1,194.70000000000002,28.200000762939453,0.0,250.50262451171875,27.599998474121094,15.960000038146973,1.5870001316070557,1.1799999475479126,2.2200000286102295,3.0799999237060547
-29.160278,26.573333,11-01-2011,155.90000915527344,155.90000915527344,0.0,18.3,195.5,23.0,0.0,243.79957580566406,28.75,15.639999389648438,1.4240000247955322,1.4499999284744263,2.2100000381469727,3.43999981880188
-34.250556,20.9925,11-01-2011,178.5,13.300000190734863,165.1999969482422,0.7000000000000001,13.700000000000001,4.200000286102295,0.0,299.8980712890625,29.31999969482422,17.079999923706055,1.9470001459121704,1.0799999237060547,4.049999713897705,-2.4700000286102295
-25.45963889,28.26430556,11-01-2011,149.5,116.4000015258789,33.10000228881836,6.1000000000000005,122.4,1.399999976158142,0.0,246.5977783203125,28.779998779296875,17.5,1.8680000305175781,1.1200000047683716,2.109999895095825,-1.309999942779541
