latitude,longitude,sample_date,nir,swir16,swir22,red,NDMI,MNDWI,pet,aet,def,q,ppt,soil,swe,srad,tmax,tmin,vap,vpd,ws,pdsi,esa_lccs_class,esa_change_count
-34.405833,19.600556,01-10-2014,19002.5,13580.0,10717.0,9095.5,0.1664236937006056,-0.18431953952819,132.3000030517578,11.90000057220459,120.4000015258789,0.3,5.9,14.100000381469728,0.0,263.8014831542969,23.479999542236328,12.179999351501465,1.3720000982284546,0.7899999618530273,3.4800000190734863,-2.5899999141693115,120.0,0.0
-34.405833,19.600556,02-08-2011,13923.55,13914.8,11617.45,10209.6,-0.0006471490613413396,-0.17272232831083192,70.4000015258789,67.5999984741211,2.799999952316284,3.3000000000000003,66.2,51.10000228881836,0.0,158.59658813476562,17.779998779296875,7.239999771118164,1.0040000677108765,0.5299999713897705,3.359999895095825,-3.299999952316284,120.0,0.0
-34.405833,19.600556,02-12-2015,13959.3,13797.85,11364.0,10029.7,0.0032873248663128434,-0.17146609572890892,163.0,18.0,145.0,0.9,17.0,8.800000190734863,0.0,323.4983825683594,26.469999313354492,15.739999771118164,1.7030000686645508,0.9300000071525574,2.069999933242798,-3.490000009536743,120.0,0.0
-34.405833,19.600556,03-07-2013,14964.0,11536.5,9401.0,8631.0,0.1293371823173142,-0.139379274585812,51.400001525878906,43.70000076293945,7.700000286102295,1.9,38.5,29.100000381469727,0.0,113.60337829589844,17.420000076293945,8.399999618530273,1.1060000658035278,0.449999988079071,3.5,-1.5999999046325684,120.0,0.0
-34.405833,19.600556,03-09-2014,17562.5,13263.5,10589.0,9197.5,0.139460195938493,-0.1765201578924017,88.20000457763672,58.60000228881836,29.600000381469727,1.6,31.4,20.399999618530273,0.0,195.09732055664065,19.729999542236328,10.199999809265137,1.2310000658035278,0.550000011920929,3.639999866485596,-1.399999976158142,120.0,0.0
-34.405833,19.600556,03-12-2014,17724.0,17359.5,13360.0,10561.0,0.0103894993372952,-0.2612936624707091,158.3000030517578,5.0,153.3000030517578,0.2,3.2,9.0,0.0,312.000732421875,25.15999984741211,14.839999198913574,1.6440000534057615,0.8100000023841858,3.059999942779541,-2.509999990463257,120.0,0.0
-34.405833,19.600556,05-06-2013,14964.0,11536.5,9401.0,8631.0,0.1293371823173142,-0.139379274585812,47.5,47.5,0.0,4.1000000000000005,82.60000000000001,36.20000076293945,0.0,108.1006317138672,16.65999984741211,7.210000038146973,1.0950000286102295,0.3700000047683716,4.059999942779541,-1.0099999904632568,120.0,0.0
-34.405833,19.600556,06-07-2011,13962.2,13851.65,11656.15,10297.5,0.004908910561471169,-0.16577630478836264,46.5,46.5,0.0,5.2,51.7,55.79999923706055,0.0,117.60366821289062,16.940000534057617,7.0,1.0200001001358032,0.449999988079071,2.40999984741211,-3.2100000381469727,120.0,0.0
-34.405833,19.600556,07-11-2012,14074.65,13674.65,11431.75,10002.95,0.014697152078125919,-0.1712621755311907,141.90000915527344,19.899999618530273,122.0,0.8,15.4,13.300000190734863,0.0,305.60089111328125,23.36999893188477,13.059999465942385,1.4250000715255735,0.7699999809265137,2.7899999618530273,0.7999999523162842,120.0,0.0
-34.405833,19.600556,08-05-2013,15630.5,13397.0,10534.0,8956.5,0.0769442769787268,-0.1877826048408538,60.70000076293945,41.60000228881836,19.100000381469727,2.2,43.2,5.200000286102295,0.0,132.29832458496094,20.559999465942383,10.65999984741211,1.3000000715255735,0.5600000023841858,2.7699999809265137,-1.2400000095367432,120.0,0.0
-34.405833,19.600556,10-04-2013,15874.0,13150.5,10332.0,9069.0,0.0938345191131627,-0.1757264193115772,83.9000015258789,37.29999923706055,46.60000228881836,1.9,38.5,5.800000190734863,0.0,174.5982208251953,22.11999893188477,11.139999389648438,1.3590000867843628,0.6399999856948853,2.740000009536743,-0.8499999642372131,120.0,0.0
-34.405833,19.600556,10-10-2012,14161.7,13751.2,11495.1,10344.15,0.01638101946621957,-0.15942819888115922,105.5,63.79999923706055,41.70000076293945,2.5,50.3,18.600000381469727,0.0,222.69935607910156,20.079999923706055,11.630000114440918,1.315000057220459,0.550000011920929,3.75,1.5,120.0,0.0
-34.405833,19.600556,12-02-2014,15338.0,15454.0,12006.5,10199.5,-0.0037672122629254,-0.2191543073524762,136.60000610351562,7.900000095367432,128.6999969482422,0.3,7.0,7.599999904632568,0.0,286.4994812011719,26.63999938964844,17.469999313354492,1.9630000591278076,0.7899999618530273,3.419999837875366,0.7799999713897705,120.0,0.0
-34.405833,19.600556,12-03-2014,15477.0,15152.0,11984.0,10159.5,0.0106108589898461,-0.2134948443287607,113.0999984741211,56.900001525878906,56.20000076293945,2.9000000000000004,58.900000000000006,6.599999904632568,0.0,226.1968231201172,23.309999465942383,14.449999809265137,1.662000060081482,0.5999999642372131,3.3399999141693115,1.46999990940094,120.0,0.0
-34.405833,19.600556,12-09-2012,13850.25,13762.55,11580.65,10150.65,0.004420067677557009,-0.17059546147662225,81.0999984741211,68.70000457763672,12.40000057220459,2.5,50.0,34.60000228881836,0.0,193.30349731445312,17.719999313354492,8.720000267028809,1.128000020980835,0.4599999785423279,4.0,-0.949999988079071,120.0,0.0
-34.405833,19.600556,13-02-2013,14875.0,13896.0,11022.0,9311.0,0.0340273191755586,-0.2012967365463574,130.5,52.70000076293945,77.80000305175781,2.7,54.1,7.400000095367432,0.0,281.2971496582031,25.61999893188477,16.399999618530273,1.8370001316070557,0.75,3.049999952316284,0.699999988079071,120.0,0.0
-34.405833,19.600556,13-03-2013,14875.0,13896.0,11022.0,9311.0,0.0340273191755586,-0.2012967365463574,126.5999984741211,19.899999618530273,106.70000457763672,1.0,19.9,6.5,0.0,230.002197265625,25.849998474121097,15.269999504089355,1.7880001068115234,0.7599999904632568,4.210000038146973,-0.5099999904632568,120.0,0.0
-34.405833,19.600556,15-08-2012,14208.6,13840.75,11635.45,10333.85,0.01136300648555894,-0.16060085557523152,62.29999923706055,62.29999923706055,0.0,25.5,87.80000000000001,55.79999923706055,0.0,153.59703063964844,15.75999927520752,7.399999618530273,1.0230000019073486,0.3899999856948852,3.899999856948853,-1.579999923706055,120.0,0.0
-34.405833,19.600556,16-01-2013,14460.95,13891.95,11457.35,10343.55,0.020611951946781854,-0.15635742220998422,168.6999969482422,25.600000381469727,143.10000610351562,1.3,25.1,8.699999809265137,0.0,319.896484375,26.219999313354492,16.469999313354492,1.8230000734329224,0.8299999833106995,4.119999885559082,-1.0,120.0,0.0
-34.405833,19.600556,18-07-2012,14208.6,13840.75,11635.45,10333.85,0.01136300648555894,-0.16060085557523152,62.29999923706055,62.29999923706055,0.0,25.5,87.80000000000001,55.79999923706055,0.0,153.59703063964844,15.75999927520752,7.399999618530273,1.0230000019073486,0.3899999856948852,3.899999856948853,-1.579999923706055,120.0,0.0
-34.405833,19.600556,20-05-2015,15692.5,13388.5,11283.0,9879.0,0.0792269866923418,-0.1542556630816641,47.900001525878906,47.900001525878906,0.0,4.6000000000000005,92.8,45.10000228881836,0.0,104.20050048828124,16.899999618530273,8.170000076293945,1.076000094413757,0.429999977350235,3.1999998092651367,-4.029999732971191,120.0,0.0
-34.405833,19.600556,20-06-2012,13777.1,14096.75,11966.7,10303.95,-0.011910208236089551,-0.17523337328540126,47.60000228881836,47.60000228881836,0.0,16.2,93.2,55.79999923706055,0.0,110.1977081298828,15.799999237060549,6.399999618530273,1.0130000114440918,0.3700000047683716,3.40999984741211,-2.059999942779541,120.0,0.0
-34.405833,19.600556,21-05-2014,14388.0,12286.5,9865.0,9664.0,0.0787831074621827,-0.1271759822022425,53.60000228881836,53.60000228881836,0.0,3.8,76.80000000000001,24.600000381469727,0.0,107.10028076171876,17.600000381469727,7.980000019073486,1.0850000381469729,0.4599999785423279,3.9700000286102295,-0.9399999976158142,120.0,0.0
-34.405833,19.600556,21-11-2013,14359.3,13340.75,11339.8,10598.5,0.035183519413065786,-0.12541561539169804,162.8000030517578,11.5,151.3000030517578,0.4,8.9,10.800000190734863,0.0,320.0006103515625,25.56999969482422,15.289999961853027,1.7030000686645508,0.8100000023841858,3.18999981880188,1.0199999809265137,120.0,0.0
-34.405833,19.600556,22-01-2014,15338.0,15454.0,12006.5,10199.5,-0.0037672122629254,-0.2191543073524762,136.60000610351562,7.900000095367432,128.6999969482422,0.3,7.0,7.599999904632568,0.0,286.4994812011719,26.63999938964844,17.469999313354492,1.9630000591278076,0.7899999618530273,3.419999837875366,0.7799999713897705,120.0,0.0
-34.405833,19.600556,22-04-2015,14026.2,13378.4,11485.1,10787.8,0.021088984920408886,-0.13051599439826672,63.70000076293945,25.5,38.20000076293945,1.3,26.3,4.800000190734863,0.0,120.40313720703124,20.78999900817871,11.34999942779541,1.3510000705718994,0.5600000023841858,3.429999828338623,-4.849999904632568,120.0,0.0
-34.405833,19.600556,22-07-2015,15250.0,10807.0,8920.0,8870.5,0.1705108032390522,-0.0963225970073543,60.400001525878906,49.5,10.90000057220459,1.6,32.300000000000004,37.10000228881836,0.0,138.30101013183594,16.020000457763672,7.279999732971191,0.975000023841858,0.449999988079071,2.90999984741211,-3.68999981880188,120.0,0.0
-34.405833,19.600556,23-10-2013,17895.5,13667.0,10610.0,9357.0,0.1339722772277223,-0.1825733321796306,135.6999969482422,32.900001525878906,102.8000030517578,1.4,28.4,13.90000057220459,0.0,284.9976806640625,23.189998626708984,13.65999984741211,1.499000072479248,0.7099999785423279,3.2699999809265137,1.6999999284744265,120.0,0.0
-34.405833,19.600556,25-02-2015,16367.5,16587.0,13312.5,10494.0,-0.0066606988423432,-0.2522270874226172,125.5,4.5,121.0,0.2,4.0,5.900000095367432,0.0,235.59829711914065,25.68000030517578,15.289999961853027,1.7590000629425049,0.7699999809265137,3.7699999809265137,-3.619999885559082,120.0,0.0
-34.405833,19.600556,25-03-2015,15524.0,15793.5,12322.5,10032.0,-0.0086054123094116,-0.2395565584224458,79.0999984741211,5.400000095367432,73.70000457763672,0.3,5.1000000000000005,5.300000190734863,0.0,179.80191040039062,21.729999542236328,12.149999618530272,1.4980000257492063,0.5199999809265137,2.700000047683716,-4.360000133514404,120.0,0.0
-34.405833,19.600556,25-06-2014,13486.5,10719.0,9320.5,9124.5,0.1143335192414942,-0.0867890094291793,49.900001525878906,49.900001525878906,0.0,3.5,69.60000000000001,40.79999923706055,0.0,112.89640808105467,16.690000534057617,7.369999885559082,1.0390000343322754,0.429999977350235,3.179999828338623,-0.8999999761581421,120.0,0.0
-34.405833,19.600556,25-09-2013,17895.5,13667.0,10610.0,9357.0,0.1339722772277223,-0.1825733321796306,108.5999984741211,57.29999923706055,51.29999923706055,1.8,36.9,19.80000114440918,0.0,243.2985076904297,20.649999618530273,12.029999732971191,1.352000117301941,0.5699999928474426,2.8299999237060547,2.0799999237060547,120.0,0.0
-34.405833,19.600556,26-08-2015,17417.5,12660.5,9986.5,8967.0,0.158155462464259,-0.1601301200403181,83.9000015258789,56.5,27.399999618530273,2.0,40.5,19.100000381469727,0.0,178.40008544921875,19.40999984741211,10.399999618530272,1.2380000352859497,0.5299999713897705,4.139999866485596,-3.619999885559082,120.0,0.0
-34.405833,19.600556,27-09-2011,18317.0,13913.5,10727.5,8971.5,0.1366252462729398,-0.206773927750552,115.70000457763672,23.80000114440918,91.9000015258789,0.9,18.4,14.199999809265137,0.0,241.90249633789065,20.959999084472656,11.25999927520752,1.277000069618225,0.6399999856948853,3.4499998092651367,-4.049999713897705,120.0,0.0
-34.405833,19.600556,27-10-2011,18317.0,13913.5,10727.5,8971.5,0.1366252462729398,-0.206773927750552,129.3000030517578,51.10000228881836,78.20000457763672,2.5,50.400000000000006,11.0,0.0,284.6976318359375,21.59000015258789,11.65999984741211,1.3390001058578491,0.6399999856948853,3.009999990463257,-3.169999837875366,120.0,0.0
-34.405833,19.600556,28-01-2015,14268.4,13316.2,11419.15,10574.9,0.03331214986055675,-0.12582579097396945,133.40000915527344,5.5,127.9000015258789,0.2,4.7,6.700000286102295,0.0,292.69873046875,25.03999900817871,14.899999618530272,1.6770000457763672,0.7699999809265137,2.90999984741211,-2.950000047683716,120.0,0.0
-34.405833,19.600556,28-08-2013,17895.5,13667.0,10610.0,9357.0,0.1339722772277223,-0.1825733321796306,78.20000457763672,70.0999984741211,8.100000381469727,3.0,59.3,42.0,0.0,192.39605712890625,16.649999618530273,8.449999809265137,1.1100000143051147,0.3999999761581421,4.639999866485596,1.899999976158142,120.0,0.0
-34.405833,19.600556,28-10-2015,13946.15,13801.85,11821.25,10237.8,0.0021353058120369105,-0.1679214140494413,138.6999969482422,46.900001525878906,91.8000030517578,2.3000000000000003,46.3,10.600000381469728,0.0,290.09881591796875,23.09000015258789,12.630000114440918,1.408000111579895,0.7400000095367432,2.990000009536743,-3.619999885559082,120.0,0.0
-34.405833,19.600556,28-11-2012,14008.2,13510.3,11473.2,10471.7,0.017622458317410647,-0.143962470701794,161.6999969482422,11.300000190734863,150.40000915527344,0.4,8.9,10.5,0.0,316.7040100097656,25.809999465942383,15.710000038146973,1.7630001306533811,0.7999999523162842,3.2699999809265137,-0.4899999797344208,120.0,0.0
-34.405833,19.600556,29-10-2014,17831.5,15250.5,11609.0,9802.0,0.0780182576627771,-0.2267873303167412,136.1999969482422,45.60000228881836,90.5999984741211,2.2,44.6,11.0,0.0,286.6973571777344,22.78999900817871,13.130000114440918,1.467000126838684,0.6800000071525574,3.4600000381469727,-2.049999952316284,120.0,0.0
-34.405833,19.600556,30-08-2011,6635.5,6034.5,4820.5,4208.0,0.0474348855564321,-0.1733994458217862,85.5999984741211,51.20000076293945,34.400001525878906,1.1,21.700000000000003,20.5,0.0,196.79920959472656,18.6299991607666,9.399999618530272,1.1570000648498535,0.5099999904632568,3.759999990463257,-3.549999952316284,120.0,0.0
-34.405833,19.600556,30-09-2015,17066.0,13228.0,10229.0,9191.5,0.1266917541427341,-0.1744389940736458,120.70000457763672,15.0,105.70000457763672,0.5,10.0,13.600000381469728,0.0,249.9019317626953,22.850000381469727,13.179999351501465,1.4290000200271606,0.7299999594688416,2.740000009536743,-4.360000133514404,120.0,0.0
-34.405833,19.600556,31-07-2013,14964.0,11536.5,9401.0,8631.0,0.1293371823173142,-0.139379274585812,63.29999923706055,63.29999923706055,0.0,58.7,148.70000000000002,55.79999923706055,0.0,140.7967529296875,16.28999900817871,7.699999809265137,1.0640000104904177,0.3899999856948852,4.230000019073486,1.2599999904632568,120.0,0.0
